116,TRM-VAC-002,1,2082,"Special-election half-term exception","TRM-VAC-002  Special-election half-term exception"
117,TRM-VAC-003,1,2083,"Senate appointment remaining-term exception","TRM-VAC-003  Senate appointment remaining-term exception"
118,COR-ETH-002,1,2084,"Covered officials may not directly trade stock","COR-ETH-002  Covered officials may not directly trade stock"
119,COR-ETH-003,1,2085,"Applies to members of Congress","COR-ETH-003  Applies to members of Congress"
120,COR-ETH-004,1,2086,"Applies to federal justices","COR-ETH-004  Applies to federal justices"
121,COR-ETH-005,1,2087,"Applies to cabinet and senior officials","COR-ETH-005  Applies to cabinet and senior officials"
122,COR-ETH-006,1,2088,"Applies to President and Vice President","COR-ETH-006  Applies to President and Vice President"
123,COR-ETH-007,1,2089,"Applies to immediate family","COR-ETH-007  Applies to immediate family"
124,COR-ETH-008,1,2090,"Applies to spouses and long-term domestic partners","COR-ETH-008  Applies to spouses and long-term domestic partners"
125,COR-ETH-009,1,2091,"Applies to spouses/partners of immediate family","COR-ETH-009  Applies to spouses/partners of immediate family"
126,COR-ETH-010,1,2092,"Collective investment vehicles allowed without investor input","COR-ETH-010  Collective investment vehicles allowed without investor input"
127,HLT-MHC-001,1,2093,"Mental healthcare must be included","HLT-MHC-001  Mental healthcare must be included"
128,HLT-STD-001,1,2094,"Coverage protected from partisan interference","HLT-STD-001  Coverage protected from partisan interference"
129,HLT-STD-002,1,2095,"Coverage decisions grounded in evidence-based research","HLT-STD-002  Coverage decisions grounded in evidence-based research"
130,HLT-TRL-001,1,2096,"Approvals and trials for new treatments funded and streamlined","HLT-TRL-001  Approvals and trials for new treatments funded and streamlined"
131,HLT-PHR-001,1,2097,"Better quality standards for generic medicine ingredients","HLT-PHR-001  Better quality standards for generic medicine ingredients"
132,HLT-PHR-002,1,2098,"Ban non-active common allergens where unnecessary","HLT-PHR-002  Ban non-active common allergens where unnecessary"
133,HLT-SUP-001,1,2099,"Fund studies on supplement efficacy and safety","HLT-SUP-001  Fund studies on supplement efficacy and safety"
134,HLT-SUP-002,1,2100,"New supplement label standards","HLT-SUP-002  New supplement label standards"
135,HLT-SUP-003,1,2101,"Supplement lab testing transparency","HLT-SUP-003  Supplement lab testing transparency"
136,HLT-SUP-004,1,2102,"Minimum supplement quality/testing standards","HLT-SUP-004  Minimum supplement quality/testing standards"
137,HLT-PHR-003,1,2103,"End-to-end supply chain traceability for drugs and supplements","HLT-PHR-003  End-to-end supply chain traceability for drugs and supplements"
138,HLT-EMS-001,1,2104,"Emergency services free to all people","HLT-EMS-001  Emergency services free to all people"
139,HLT-EMS-002,1,2105,"Emergency care includes ambulance, hospital care, supplies, and follow-up","HLT-EMS-002  Emergency care includes ambulance, hospital care, supplies, and follow-up"
140,HLT-ACC-001,1,2106,"Full coverage for citizens and long-term/permanent residents","HLT-ACC-001  Full coverage for citizens and long-term/permanent residents"
141,HLT-ACC-002,1,2107,"Two-year residency rule for elective/non-urgent procedures","HLT-ACC-002  Two-year residency rule for elective/non-urgent procedures"
142,HLT-ACC-003,1,2108,"Exception for life-threatening or disability-causing conditions","HLT-ACC-003  Exception for life-threatening or disability-causing conditions"
143,HLT-COV-001,1,2109,"Ban tiered healthcare coverage","HLT-COV-001  Ban tiered healthcare coverage"
144,HLT-COV-002,1,2110,"Everyone gets one plan","HLT-COV-002  Everyone gets one plan"
145,HLT-COV-003,1,2111,"Healthcare is single payer","HLT-COV-003  Healthcare is single payer"
146,HLT-STD-003,1,2112,"Minimum service levels for healthcare","HLT-STD-003  Minimum service levels for healthcare"
147,HLT-STD-004,1,2113,"Maximum wait times for healthcare","HLT-STD-004  Maximum wait times for healthcare"
148,SYS-GEO-001,1,2114,"Geography must not determine access to rights or care","SYS-GEO-001  Geography must not determine access to rights or care"
149,SYS-GEO-002,1,2115,"National baseline of rights/services must be uniform","SYS-GEO-002  National baseline of rights/services must be uniform"
150,SYS-GEO-003,1,2116,"States may not degrade federally guaranteed access","SYS-GEO-003  States may not degrade federally guaranteed access"
151,SYS-GEO-004,1,2117,"Cross-state access to care guaranteed","SYS-GEO-004  Cross-state access to care guaranteed"
152,SYS-GEO-005,1,2118,"Travel/accommodation support when local care unavailable","SYS-GEO-005  Travel/accommodation support when local care unavailable"
153,SYS-FED-001,1,2119,"High-risk systems must not be fully centralized","SYS-FED-001  High-risk systems must not be fully centralized"
154,SYS-FED-002,1,2120,"Elections remain primarily state/local administered","SYS-FED-002  Elections remain primarily state/local administered"
155,SYS-FED-003,1,2121,"Federal government may set standards but not directly run elections","SYS-FED-003  Federal government may set standards but not directly run elections"
156,SYS-FED-004,1,2122,"Multiple independent oversight layers for elections","SYS-FED-004  Multiple independent oversight layers for elections"
157,SYS-FED-005,1,2123,"Safeguards against both state suppression and federal manipulation","SYS-FED-005  Safeguards against both state suppression and federal manipulation"
158,MED-PRS-001,1,2124,"Protect journalists engaged in lawful newsgathering","MED-PRS-001  Protect journalists engaged in lawful newsgathering"
159,MED-PRS-002,1,2125,"Protect confidential sources","MED-PRS-002  Protect confidential sources"
160,MED-PRS-003,1,2126,"High-threshold rule for compelled source disclosure","MED-PRS-003  High-threshold rule for compelled source disclosure"
161,MED-PRS-004,1,2127,"Ban retaliation/surveillance/prosecution of journalists in public-interest reporting","MED-PRS-004  Ban retaliation/surveillance/prosecution of journalists in public-interest reporting"
162,MED-PRS-005,1,2128,"Misuse of secrecy/classification may not conceal wrongdoing","MED-PRS-005  Misuse of secrecy/classification may not conceal wrongdoing"
163,MED-PRS-006,1,2129,"Independent judicial review before compelled disclosure of journalistic materials","MED-PRS-006  Independent judicial review before compelled disclosure of journalistic materials"
164,MED-PRS-007,1,2130,"Limit subpoenas, warrants, and surveillance targeting journalists","MED-PRS-007  Limit subpoenas, warrants, and surveillance targeting journalists"
165,MED-PRS-008,1,2131,"Extend protections to independent and digital journalists","MED-PRS-008  Extend protections to independent and digital journalists"
166,MED-PRS-009,1,2132,"Transparency when government targets journalists or news organizations","MED-PRS-009  Transparency when government targets journalists or news organizations"
167,JUS-DRG-001,1,2133,"End the war on drugs framework","JUS-DRG-001  End the war on drugs framework"
168,JUS-DRG-002,1,2134,"Decriminalize personal possession","JUS-DRG-002  Decriminalize personal possession"
169,HLT-STD-012,1,2135,"Treat substance use disorder as a medical condition","HLT-STD-012  Treat substance use disorder as a medical condition"
170,JUS-DRG-003,1,2136,"Redirect drug war funding to treatment, prevention, and harm reduction","JUS-DRG-003  Redirect drug war funding to treatment, prevention, and harm reduction"
171,JUS-DRG-004,1,2137,"Regulated frameworks for substances based on risk and evidence","JUS-DRG-004  Regulated frameworks for substances based on risk and evidence"
172,HLT-STD-013,1,2138,"Harm reduction strategies required","HLT-STD-013  Harm reduction strategies required"
173,JUS-DRG-005,1,2139,"No criminal penalties when seeking overdose-related medical help","JUS-DRG-005  No criminal penalties when seeking overdose-related medical help"
174,HLT-REB-001,1,2140,"National standards for rehab facilities","HLT-REB-001  National standards for rehab facilities"
175,HLT-REB-002,1,2141,"Evidence-based treatment required in rehab facilities","HLT-REB-002  Evidence-based treatment required in rehab facilities"
176,HLT-REB-003,1,2142,"Ban abusive, coercive, or non-evidence-based rehab practices","HLT-REB-003  Ban abusive, coercive, or non-evidence-based rehab practices"
177,HLT-REB-004,1,2143,"Rehab transparency on outcomes and methodologies","HLT-REB-004  Rehab transparency on outcomes and methodologies"
178,HLT-REB-005,1,2144,"Rehab must be accessible and affordable","HLT-REB-005  Rehab must be accessible and affordable"
179,HLT-REB-006,1,2145,"Rehab oversight, auditing, and enforcement","HLT-REB-006  Rehab oversight, auditing, and enforcement"
180,HLT-REB-007,1,2146,"Expand voluntary treatment and reduce court-mandated reliance","HLT-REB-007  Expand voluntary treatment and reduce court-mandated reliance"
181,SYS-FND-001,1,2225,"Platform is both policy framework and long-term strategy","SYS-FND-001  Platform is both policy framework and long-term strategy"
182,SYS-FND-002,1,2226,"Restore checks and balances","SYS-FND-002  Restore checks and balances"
183,SYS-FND-003,1,2227,"Modernize Constitution","SYS-FND-003  Modernize Constitution"
184,SYS-FND-004,1,2228,"Universal equal rights guarantees","SYS-FND-004  Universal equal rights guarantees"
185,SYS-FND-005,1,2229,"Address economic inequality structurally","SYS-FND-005  Address economic inequality structurally"
186,SYS-FND-006,1,2230,"Address modern systemic failures not covered by Constitution","SYS-FND-006  Address modern systemic failures not covered by Constitution"
187,SYS-FND-007,1,2231,"Make modern life easier and technology serve people","SYS-FND-007  Make modern life easier and technology serve people"
188,SYS-FND-008,1,2232,"Movement is not left vs right","SYS-FND-008  Movement is not left vs right"
189,SYS-FND-009,1,2233,"Movement must be accessible to everyone","SYS-FND-009  Movement must be accessible to everyone"
190,SYS-FND-010,1,2234,"Movement includes communication and coalition strategy","SYS-FND-010  Movement includes communication and coalition strategy"
191,SYS-FND-011,1,2235,"Movement is not a political party","SYS-FND-011  Movement is not a political party"
192,SYS-FND-012,1,2236,"Origin includes post-Trump instability risk","SYS-FND-012  Origin includes post-Trump instability risk"
193,SYS-FND-013,1,2237,"Address ignored working-class problems","SYS-FND-013  Address ignored working-class problems"
194,SYS-FND-014,1,2238,"Address rising costs and declining quality of life","SYS-FND-014  Address rising costs and declining quality of life"
195,SYS-FND-015,1,2239,"Address elite detachment and paternalism","SYS-FND-015  Address elite detachment and paternalism"
196,SYS-FND-016,1,2240,"Address wealth inequality concentration","SYS-FND-016  Address wealth inequality concentration"
197,SYS-FND-017,1,2241,"Address declining trust in institutions/media","SYS-FND-017  Address declining trust in institutions/media"
198,SYS-FND-018,1,2242,"Values: truth, equality, freedom, dignity, human rights","SYS-FND-018  Values: truth, equality, freedom, dignity, human rights"
199,SYS-RUL-001,1,2243,"System rules ensure completeness and alignment","SYS-RUL-001  System rules ensure completeness and alignment"
200,SYS-GEO-001,1,2245,"Geography must not determine access to rights or care","SYS-GEO-001  Geography must not determine access to rights or care"
201,SYS-GEO-002,1,2246,"National baseline must be uniform","SYS-GEO-002  National baseline must be uniform"
202,SYS-GEO-003,1,2247,"States may not degrade federally guaranteed rights","SYS-GEO-003  States may not degrade federally guaranteed rights"
203,SYS-GEO-004,1,2248,"Cross-state access must be guaranteed","SYS-GEO-004  Cross-state access must be guaranteed"
204,SYS-GEO-005,1,2249,"Travel support required if care unavailable locally","SYS-GEO-005  Travel support required if care unavailable locally"
205,SYS-FED-001,1,2251,"High-risk systems must not be fully centralized","SYS-FED-001  High-risk systems must not be fully centralized"
206,SYS-FED-002,1,2252,"Elections remain primarily state/local administered","SYS-FED-002  Elections remain primarily state/local administered"
207,SYS-FED-003,1,2253,"Federal government sets standards but does not directly control elections","SYS-FED-003  Federal government sets standards but does not directly control elections"
208,SYS-FED-004,1,2254,"Multiple independent oversight layers required","SYS-FED-004  Multiple independent oversight layers required"
209,SYS-FED-005,1,2255,"Safeguards against both state suppression and federal manipulation","SYS-FED-005  Safeguards against both state suppression and federal manipulation"
210,GOV-EXO-001,1,2257,"Limit executive orders to emergencies","GOV-EXO-001  Limit executive orders to emergencies"
211,GOV-EMR-001,1,2258,"Time limits on executive actions","GOV-EMR-001  Time limits on executive actions"
212,GOV-ACC-001,1,2259,"President subject to law","GOV-ACC-001  President subject to law"
213,GOV-ACC-002,1,2260,"Ban political firings","GOV-ACC-002  Ban political firings"
214,GOV-PDN-001,1,2261,"Restrict pardon power","GOV-PDN-001  Restrict pardon power"
215,GOV-DIV-001,1,2262,"Mandatory divestment enforcement","GOV-DIV-001  Mandatory divestment enforcement"
216,GOV-WAR-001,1,2263,"Ban open-ended AUMFs","GOV-WAR-001  Ban open-ended AUMFs"
217,GOV-WAR-002,1,2264,"Require declared wars","GOV-WAR-002  Require declared wars"
218,GOV-WAR-003,1,2265,"Limit military authority","GOV-WAR-003  Limit military authority"
219,GOV-ACC-003,1,2266,"Ban executive kill lists","GOV-ACC-003  Ban executive kill lists"
220,GOV-REC-001,1,2267,"Constitutionalize presidential records","GOV-REC-001  Constitutionalize presidential records"
221,GOV-SHD-001,1,2268,"No pay for officials during shutdown","GOV-SHD-001  No pay for officials during shutdown"
222,GOV-SHD-002,1,2269,"Permanent pay loss after 30 days","GOV-SHD-002  Permanent pay loss after 30 days"
223,ELE-REP-001,1,2271,"Abolish Electoral College","ELE-REP-001  Abolish Electoral College"
224,ELE-SEC-001,1,2272,"Paper ballots and auditability","ELE-SEC-001  Paper ballots and auditability"
225,ELE-MAP-001,1,2273,"Ban gerrymandering","ELE-MAP-001  Ban gerrymandering"
226,ELE-REP-002,1,2274,"National ballot initiatives","ELE-REP-002  National ballot initiatives"
227,ELE-VOT-001,1,2275,"Constitutional right to vote","ELE-VOT-001  Constitutional right to vote"
228,ELE-VOT-002,1,2276,"Polling capacity limits","ELE-VOT-002  Polling capacity limits"
229,ELE-VOT-003,1,2277,"Flexible voting locations","ELE-VOT-003  Flexible voting locations"
230,ELE-VOT-004,1,2278,"Election Day holiday","ELE-VOT-004  Election Day holiday"
231,ELE-VOT-005,1,2279,"Paid time off voting","ELE-VOT-005  Paid time off voting"
232,ELE-OVR-001,1,2280,"Insurrection enforcement mechanism","ELE-OVR-001  Insurrection enforcement mechanism"
233,ELE-REP-003,1,2281,"Territories get House representation","ELE-REP-003  Territories get House representation"
234,ELE-SEC-002,1,2282,"Ban federal armed presence at polls","ELE-SEC-002  Ban federal armed presence at polls"
235,ELE-SEC-003,1,2283,"Ban weapons at polling sites","ELE-SEC-003  Ban weapons at polling sites"
236,ELE-FIN-001,1,2284,"Equal campaign funding system","ELE-FIN-001  Equal campaign funding system"
237,ELE-FIN-002,1,2285,"Eliminate donation imbalance","ELE-FIN-002  Eliminate donation imbalance"
238,ELE-PAR-001,1,2286,"Remove two-party structural protections","ELE-PAR-001  Remove two-party structural protections"
239,ELE-MAP-002,1,2287,"State-level independent redistricting boards","ELE-MAP-002  State-level independent redistricting boards"
240,ELE-OVR-002,1,2288,"National elections oversight board","ELE-OVR-002  National elections oversight board"
241,ELE-ROL-001,1,2289,"National voter database (state managed)","ELE-ROL-001  National voter database (state managed)"
242,ELE-ROL-002,1,2290,"Remove deceased voters automatically","ELE-ROL-002  Remove deceased voters automatically"
243,ELE-IDA-001,1,2291,"Free voter ID assistance","ELE-IDA-001  Free voter ID assistance"
244,ELE-IDA-002,1,2292,"Legal and case support for ID access","ELE-IDA-002  Legal and case support for ID access"
245,JUD-ETH-001,1,2294,"Supreme Court term limits","JUD-ETH-001  Supreme Court term limits"
246,JUD-ETH-002,1,2295,"Judicial ethics code","JUD-ETH-002  Judicial ethics code"
247,JUD-INT-001,1,2296,"Require intent/context in interpretation","JUD-INT-001  Require intent/context in interpretation"
248,JUD-INT-002,1,2297,"Reject strict textualism dominance","JUD-INT-002  Reject strict textualism dominance"
249,JUD-INT-003,1,2298,"Laws must include plain-language intent","JUD-INT-003  Laws must include plain-language intent"
